2851	1162	401	683	468	890	149	332	166	107	161	113	42	0	0	0	0	0	0	0	0	0	0	0	0	0	23	5	2	1	9	9	2	7	4	3	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	7	0	2	7	1	1	0	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2529	1465	927	719	1048	727	544	374	346	634	416	335	260	0	0	0	0	0	0	0	0	0	0	0	0	0	229	170	115	76	59	79	59	50	41	53	39	27	18	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	1	0	1	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2150	1597	1098	1323	647	1069	503	403	534	484	351	452	151	0	0	0	0	0	0	0	0	0	0	0	0	0	113	121	83	61	39	43	31	22	26	30	28	17	10	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	3	0	7	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2204	2130	1007	962	890	880	642	752	647	353	281	401	310	0	0	0	0	0	0	0	0	0	0	0	0	0	123	126	79	55	48	37	59	25	28	20	14	15	14	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	1	1	1	1	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1813	1349	803	819	612	643	533	398	432	277	581	258	183	0	0	0	0	0	0	0	0	0	0	0	0	0	168	111	109	94	51	62	62	49	48	29	49	31	26	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	1	0	3	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2638	1008	996	674	633	384	378	389	302	396	235	208	117	0	0	0	0	0	0	0	0	0	0	0	0	0	95	40	28	33	38	22	21	21	35	15	13	20	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	8	4	2	0	1	1	1	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1713	1438	1424	1117	829	428	493	401	382	529	356	416	220	0	0	0	0	0	0	0	0	0	0	0	0	0	104	83	54	58	49	47	18	30	33	29	27	25	13	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	4	0	1	3	0	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2224	1678	1645	768	845	725	507	388	369	433	339	521	199	0	0	0	0	0	0	0	0	0	0	0	0	0	74	38	56	40	31	20	9	19	20	7	7	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	2	2	6	3	0	0	0	3	3	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0
1689	1277	1022	601	708	514	591	544	399	260	282	503	182	0	0	0	0	0	0	0	0	0	0	0	0	0	93	70	61	39	49	35	40	38	25	17	22	29	8	0	0	0	0	0	0	0	0	0	0	0	0	0	7	3	3	0	0	0	3	3	1	0	2	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1961	1340	1916	671	400	471	399	388	349	334	245	279	166	0	0	0	0	0	0	0	0	0	0	0	0	0	67	47	35	36	20	26	12	20	11	9	10	16	5	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	6	2	0	1	2	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1798	1447	1435	1121	660	349	328	353	314	411	380	497	174	0	0	0	0	0	0	0	0	0	0	0	0	0	67	36	29	26	18	10	17	13	19	11	8	12	9	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	8	8	0	3	3	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1410	976	776	741	976	407	343	405	601	508	373	516	153	0	0	0	0	0	0	0	0	0	0	0	0	0	60	43	31	28	34	14	12	13	15	28	17	35	6	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	1	2	2	1	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1618	1320	1176	1086	708	550	406	434	786	470	363	587	246	0	0	0	0	0	0	0	0	0	0	0	0	0	93	52	52	61	21	22	19	18	31	28	29	23	12	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	4	0	2	0	2	5	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
